business_name,address,mall_center,city,state,zip,mall
FAMILY FUNLAND,P O BOX 411,MAIN ST.,GAINESBORO,TN,38562-,False
VIDEO GAMES PLUS,"390  BOCKMAN WY., P O BOX 6430",,SPARTA,TN,38583-,False
COLLIER AMUSEMENT SERVICE,,HWY. 51 N.,BATESVILLE,MS,38606,False
VIOLA GRAY & SON GAME ROOM,1208  STATE,,CLARKSDALE,MS,38614,False
CLARKSDALE MUSIC,"855  STATE ST. S., P O BOX 446",,CLARKSDALE,MS,38614-,False
MAGIC CASTLE,220  SUNFLOWER AVE.,,CLARKSDALE,MS,38614-4221,False
BETTY'S CAFE & GAME ROOM,P O BOX 11,HWY. 15 N.,FALKNER,MS,38629-9705,False
FREEMAN'S CAFE,,MAIN ST.,HOLLY SPRINGS,MS,38635-,False
BIG DADDY GROCERY,3911  HWY. 305 S.,,INDEPENDENCE,MS,38638-,False
BOSS HOGG GAME ROOM,,HWY. 72,MOUNT PLEASANT,MS,38649-,False
YESTERDAY'S,1111  JACKSON AVE.,OXFORD MALL # 1242,OXFORD,MS,38655-,True
REX ROBERSON AMUSEMENT,,,POPE,MS,38658-,False
FUN FACTORY,517  WALNUT ST. E.,,RIPLEY,MS,38663-2115,False
J H VENDING & AMUSEMENT,P O BOX 121,BLUE GOOSE RD.,SENATOBIA,MS,38668-,False
GAME ROOM,8012  HWY. 51 N.,,SOUTHHAVEN,MS,38671-4638,False
TIPPLERSVILLE RECREATION CENTER,,HWY. 15 N.,TIPPLERSVILLE,MS,38674-9801,True
SAM WALTERS AMUSEMENT,448  HWY. 82 E.,,GREENVILLE,MS,38701-,False
LESTER'S AMUSEMENTS,"641  LESTER DR., P O BOX 4873",,GREENVILLE,MS,38704-,False
THREE WAY AMUSEMENT,P O BOX 205,,BOYLE,MS,38730-,False
A & R GAMES,607  WHITE,,CLEVELAND,MS,38732-,False
CRYSTAL'S,,DOWNTOWN MALL # 408,TUPELO,MS,38801-,True
TIME-OUT,,TUPELO MALL # 119-B,TUPELO,MS,38801-4668,True
AUTOMATIC AMUSEMENT,"1243  NELLE ST., P O BOX 613",,TUPELO,MS,38802-,False
BOB'S AMUSEMENT,,HWY. 278,AMORY,MS,38821-,False
GENERAL AMUSEMENT,P O BOX 372,MAIN S.,AMORY,MS,38821-0372,False
J R's GROCERY & RESTAURANT,P O BOX 425,HWY. 65 S.,BURNSVILLE,MS,38833-,False
GRAHAM AMUSEMENTS,802  FULTON DR.,,CORINTH,MS,38834-6309,False
GAME TIME AMUSEMENTS,,RD 5 BX 566,FULTON,MS,38843-,False
MAXCY'S POOL HALL,,RD 2 BX 570,FULTON,MS,38843-9687,False
KYLE AMUSEMENT,110  WASHINGTON,,HOUSTON,MS,38851-,False
MAIN ATTRACTION,966  JACKSON ST. N.,,HOUSTON,MS,38851-1124,False
MANTACHIE GAME ROOM,,HWY. 371,MANTACHIE,MS,38855-9544,False
CRYSTAL AMUSEMENT,P O BOX 748,HWY. 8 W.,GRENADA,MS,38901-,False
MALOUF MUSIC,712  GEORGE ST.,,GREENWOOD,MS,38930-5599,False
DIXIE AMUSEMENT,1300  MAIN ST. S.,,GREENWOOD,MS,38930-6116,False
R-CADE,P O BOX 87,(BRUCE),PITTSBORO,MS,38951-0087,False
FUN HUT,123  FRONT N.,,WINONA,MS,38967,False
RAPIDS ON THE RESERVOIR,24  SPILLWAY RD.,,BRANDON,MS,39042-,False
VILLAGE T's AND GAMES,,CROSSGATES VILLAGE # 1562,BRANDON,MS,39042-,True
SPACE PALACE,170  LAKE BEND CIR.,,BRANDON,MS,39042-2219,False
NASH GROCERY & MARKET,743  ROBY ST.,,CANTON,MS,39046-4218,False
FUN-TIME,"184  JACKSON AVE. E. (MENDENHALL), P O BOX 1",,D'LO,MS,39062-,False
ARCADE 74,107  MAGNOLIA S.,,EDWARDS,MS,39066,True
KIDDIE AMUSEMENTS,P O BOX 939,,FLORENCE,MS,39073-,False
BATES AMUSEMENT,P O BOX 88,MAIN ST. S. (FOREST),HILLSBORO,MS,39087-0088,False
NELSON WINDMILL AMUSEMENT,,OLD COVINGTON RD. EXT.,NATCHEZ,MS,39120-,False
PIRATE'S COVE,350  JOHN R JUNKIN DR.,NATCHEZ MALL,NATCHEZ,MS,39120-3898,True
TIME-OUT,,PEMBERTON SQUARE MALL,VICKSBURG,MS,39180-,True
ACE AMUSEMENT,1111  MULBERRY ST.,,VICKSBURG,MS,39180-2964,False
BELL'S AMUSEMENT,615  JOHNSON ST.,,VICKSBURG,MS,39180-5094,False
YAZOO NOVELTY,P O BOX 568,HWY. 3,YAZOO CITY,MS,39194-,False
STEVENS MUSIC,1628  DEVINE ST.,,JACKSON,MS,39202-1313,False
LOTT VENDORS,310  FORTIFICATION ST. W.,,JACKSON,MS,39203-2389,False
ABLE AMUSEMENTS,1449  TERRY RD.,,JACKSON,MS,39204,False
D W AMUSEMENT,5589  ROBINSON RD.,,JACKSON,MS,39204-4142,False
GEORGE'S FUNLAND,5022  HWY. 80 E.,,JACKSON,MS,39208,False
KINARD AMUSEMENT,144  EL PINE RD.,,JACKSON,MS,39208-9394,False
GREEN GAMES,"3701  I-55 FRONTAGE RD. S., P O BOX 20089",,JACKSON,MS,39209-0089,False
PUTT-PUTT GOLF,1441  BARNETT DR.,,JACKSON,MS,39209-6621,False
DIAMOND JIM'S,,METROCENTER MALL # 1381,JACKSON,MS,39209-7522,True
CENTRAL MISSISSIPPI AMUSEMENTS,"210  CULLEY DR., P O BOX 12622",,JACKSON,MS,39211,False
ATARI ADVENTURE,1200  COUNTY LINE RD. E.,,JACKSON,MS,39211-1901,False
A B C GAMES,1642  KENTWOOD DR.,,JACKSON,MS,39212-,False
GRAND AMUSEMENTS,"975  HIGH, P O BOX 6914",,JACKSON,MS,39212-0914,False
A & W ENTERPRISES,P O BOX 12622,,JACKSON,MS,39236-,False
K & H AMUSEMENT,2683-1/2  ST. ANDREWS ST.,,MERIDIAN,MS,39301-,False
GINNY'S AMUSEMENT ENTERPRISES,1010  17th,,MERIDIAN,MS,39301-,False
MAGIC DOOR,610  22nd AVE. S.,VILLAGE FAIR MALL,MERIDIAN,MS,39301-6119,True
MAGNOLIA AMUSEMENT,2669-1/2  ST. ANDREWS,,MERIDIAN,MS,39301-6498,False
YESTERDAY'S - HDQTRS.,P O BOX 5614,GOLDMAN ENTERPRISES,MERIDIAN,MS,39302-,False
MERIDIAN VENDORS,"4501  8th ST., P O BOX 4038",,MERIDIAN,MS,39304-,False
TOT & TEEN ARCADE,910  41st ST.,,MERIDIAN,MS,39305-,True
FRANK'S AMUSEMENT,,VALLEY RD.,MERIDIAN,MS,39305-,False
SOUTHERN AMUSEMENT,7400  HWY. 80 W.,,MERIDIAN,MS,39305-,False
VENDING OF CENTRAL MISSISSIPPI,224  FOX ST.,,LOUISVILLE,MS,39339-3120,False
J R's PLACE,103  DECATUR,,NEWTON,MS,39345-,True
FUN CITY,,HWY. 19 S.,PHILADELPHIA,MS,39350,False
PHILADELPHIA AMUSEMENT,229  BEACON ST.,,PHILADELPHIA,MS,39350-3060,False
RIGDON'S AMUSEMENT,"102  BANK ST., P O BOX 66",,UNION,MS,39365-2502,False
P C AMUSEMENT,206  OAKWOOD PL.,,WAYNESBORO,MS,39367,False
DUFF AMUSEMENT,,HWY. 49 S.,HATTIESBURG,MS,39401-,False
PAL'S MUSIC,100  MANDALAY DR.,,HATTIESBURG,MS,39402-,False
CRAFT VIDEO GAMES & FOOD,,,BAY SPRINGS,MS,39422,False
WESTSIDE AMUSEMENT CENTER,P O BOX 579,HWY. 49 N.,COLLINS,MS,39428-,True
ROYCE AMUSEMENT,243  HIGH SCHOOL AVE. S.,,COLUMBIA,MS,39429-3411,False
LAUREL AMUSEMENT,,RD 9 BX 720,LAUREL,MS,39440-,False
REDD MUSIC,"225  MAPLE ST. N., P O BOX 246",,LAUREL,MS,39440-,False
ALADDIN'S CASTLE,910  SAWMILL RD.,SAWMILL SQUARE MALL,LAUREL,MS,39440-3961,True
SAMBO AMUSEMENT,820  4th AVE. S.,JIFFY VENDING,LAUREL,MS,39440-5108,False
FORD AMUSEMENT,820  4th AVE. S.,,LAUREL,MS,39440-5108,False
GAME ROOM,117  MILL,,LUCEDALE,MS,39452-,False
STRINGER AMUSEMENT,,HWY. 613 S.,LUCEDALE,MS,39452-,False
CURTIS AMUSEMENT,2309  CANAL ST. E.,,PICAYUNE,MS,39466-4803,False
ALLEN'S VIDEOS,P O BOX 296,MINI MALL (COLUMBIA),FOXWORTH,MS,39483-0296,True
GULF VENDING SERVICE,1517  29th AVE.,,GULFPORT,MS,39501,False
RICHBURG AMUSEMENT,2718  25th AVE.,ALLIED RICHBURG,GULFPORT,MS,39501-1846,False
ALSTON AMUSEMENT,2507  33rd ST.,,GULFPORT,MS,39501-4201,False
COAST NOVELTY,753  FORREST AVE.,,BILOXI,MS,39530-1820,False
TARANTO AMUSEMENT,1649  HOWARD AVE. W.,GAMES GALORE,BILOXI,MS,39530-2803,False
ALADDIN'S CASTLE,,EDGEWATER MALL,BILOXI,MS,39531-4601,True
BEACH ARCADE,3311  BEACH BL. W.,,BILOXI,MS,39531-5209,True
MIKE'S GAME ROOM,8021  HWY. 613,,ESCATAWPA,MS,39552-,False
DEE'S AMUSEMENT,3508  HWY. 90,,GAUTIER,MS,39553-5006,False
YESTERDAY'S,2800  HWY. 90,SINGING RIVER MALL # 1310,GAUTIER,MS,39553-5114,True
LEE'S PLAYHOUSE AMUSEMENTS,904  WASHINGTON AVE.,,OCEAN SPRINGS,MS,39564-,False
BEA'S ARCADE,1337  HWY. 90,,WAVELAND,MS,39576-,True
KWIK STOP,215  HWY. 26 W.,,WIGGINS,MS,39577-2632,False
BLAZING FLIPPERS,1722  SMITHDALE RD.,EDGEWOOD MALL,McCOMB,MS,39648,True
TRI-TEK ELECTRONICS,,RD 3 BX 204-C,McCOMB,MS,39648-,False
BERT'S DRIVE-IN,,PRESLEY BL. W.,McCOMB,MS,39648-,False
MISSLU AUTOMATIC MUSIC,"209  3rd ST., P O BOX 934",,McCOMB,MS,39648-0934,False
VELCO GAME ROOM,,HWY. 98 W.,TYLERTOWN,MS,39667-,False
FONTAINBLEAU VIDEO,108  BALL AVE.,,TYLERTOWN,MS,39667-,False
SLIP-N-DIP,1723  MILITARY RD.,,COLUMBUS,MS,39701,False
BACK PORCH,2031  HWY. 45 N.,UNIVERSITY MALL # 20,COLUMBUS,MS,39701-2243,True
FAIRWAY AMUSEMENT,802  MOSS ST.,,COLUMBUS,MS,39701-2774,False
WALLACE AMUSEMENT,605  ALABAMA ST.,,COLUMBUS,MS,39702-,False
DAVIS ARCADE,P O BOX 56,HWY. 15 S.,ACKERMAN,MS,39735-,True
MOORE'S AMUSEMENT,,HWY. 45 N.,WEST POINT,MS,39773-,False
FIVE STAR GAS,,LOUISVILLE RD.,BARDSTOWN,KY,40004-,False
VIDEO AMUSEMENT,230  KNOX BL.,,RADCLIFF,KY,40160-,False
MERLIN'S CASTLE,1165  WILSON RD. N.,,RADCLIFF,KY,40160-1440,False
KART KOUNTRY,,PAROQUET SPRINGS,SHEPHERDSVILLE,KY,40165-,False
LOUISVILLE CIGARETTE SERVICE,221  MARKET ST. E.,COOPERATIVE DISTRIBUTING^,LOUISVILLE,KY,40202-1217,False
SUPERFUN,460  4th AVE. S.,LOUISVILLE GALLERIA # 165,LOUISVILLE,KY,40202-2502,True
SHAMROCK ARCADE,201  19th ST. N.,,LOUISVILLE,KY,40203-,True
KENTUCKY AMUSEMENT,1101  MAIN ST. W.,,LOUISVILLE,KY,40203-1431,False
AUTOMATIC ELECTRONIC GAMES,1015  BARDSTOWN RD.,,LOUISVILLE,KY,40204-1317,False
I & W AMUSEMENT,1630  DUMBARTON WYNDE,,LOUISVILLE,KY,40205-,False
DERBY CITY VENDING,131  SPRING ST. N.,,LOUISVILLE,KY,40206-1950,False
A A A AMUSEMENTS,1907  4th ST. S.,MAGIC GALAXY,LOUISVILLE,KY,40208-,False
C & C AMUSEMENT,1704  DIXIE HWY.,,LOUISVILLE,KY,40210-2314,False
WEST END ARCADE,3002  WILSON AVE.,,LOUISVILLE,KY,40211-1970,True
J P AMUSEMENT,3849  CANE RUN RD.,,LOUISVILLE,KY,40211-2011,False
MALIBU GRAND PRIX,4334  POPLAR LEVEL RD.,,LOUISVILLE,KY,40213-1841,False
BLAIR AMUSEMENTS,3608  7th ST. RD. S.,,LOUISVILLE,KY,40216-,False
SMITH VENDING SERVICE,1435  PRESTON ST. S.,,LOUISVILLE,KY,40217-,False
ALADDIN'S CASTLE,3654  BASHFORD MANOR LN.,BASHFORD MANOR MALL,LOUISVILLE,KY,40218-,True
WEE-PUTT,2211  GOLDSMITH LN.,,LOUISVILLE,KY,40218-1004,False
SOUTHERN MUSIC,4710  ROBARDS LN.,,LOUISVILLE,KY,40218-4522,False
JAMES VENDING,4305  NAOMI DR.,,LOUISVILLE,KY,40219-,False
WEE-PUTT,6312  PRESTON HWY.,,LOUISVILLE,KY,40219-1816,False
ALADDIN'S CASTLE,4801  OUTER LOOP,JEFFERSON MALL # B-400,LOUISVILLE,KY,40219-3305,True
KENTUCKY COIN,6005  FERN VALLEY RD.,,LOUISVILLE,KY,40228-1090,False
PUTT-PUTT GOLF & GAMES,,12337  SHELBYVILLE RD.,MIDDLETOWN,KY,40243-1472,False
PUTT-PUTT GOLF & GAMES,5720  BARDSTOWN RD.,,FERN CREEK,KY,40291-1914,False
J A M AMUSEMENT,4204  COTTAGEHILL RD.,,LOUISVILLE,KY,40299-1427,False
TRI-VEND,2008  PARK CENTRAL AVE. N. # A,,NICHOLASVILLE,KY,40356-,False
STAR MUSIC,15  BLOOMFIELD RD. S.,,WINCHESTER,KY,40391-1730,False
J C O RESTAURANT & GAME ROOM,P O BOX 293,,McKEE,KY,40447-,False
SOUTHERN HILLS AMUSEMENT CENTER,,SOUTHERN HILLS PLAZA,RICHMOND,KY,40475,True
KENTUCKY ARCADE,457  EASTERN BY-PASS,SHOPPERS VILLAGE,RICHMOND,KY,40475-2325,True
ALADDIN'S CASTLE,2351  RICHMOND RD.,LEXINGTON MALL,LEXINGTON,KY,40502-1307,True
ALADDIN'S CASTLE,3403  NICHOLASVILLE RD.,FAYETTE MALL,LEXINGTON,KY,40503-,True
LOWRY AMUSEMENT SERVICE,447  SPRINGHILL DR.,,LEXINGTON,KY,40503-1233,False
GARRETT VENDING,480  SOUTHLAND DR.,,LEXINGTON,KY,40503-1827,False
C V S VENDING SERVICE,105  DENNIS DR.,,LEXINGTON,KY,40503-2916,False
TONY'S THE GAMES PLACE,109  REYNOLDS RD. E.,,LEXINGTON,KY,40503-3601,True
PUTT-PUTT GOLF,1060  CROSS KEYS DR.,,LEXINGTON,KY,40504-,False
HAROLD'S INDEPENDENT SERVICE,1168  INDUSTRY RD.,,LEXINGTON,KY,40505-,False
KENTUCKY VENDORS,498  ANGLIANA AVE.,,LEXINGTON,KY,40508,False
KENTUCKY ARCADE,385  ROSE ST.,,LEXINGTON,KY,40508-3053,True
FULCHER VENDING,8951  HICKORY HILL RD.,,LEXINGTON,KY,40515-9520,False
FUN-N-GAMES,,WILCOX RD.,CORBIN,KY,40701-,False
BAKER'S KIDDIE RIDES,,RD 3 BX 47,LONDON,KY,40741-,False
LAUREL MUSIC,415  MILL ST. S.,,LONDON,KY,40741-1980,False
ALADDIN'S CASTLE,,VILLAGE CENTER MALL,HARLAN,KY,40831,True
VALLIE AMUSEMENT,,SUNSHINE RD.,HARLAN,KY,40831,False
COALTOWN DISTRIBUTING,326  MAIN S.,,HARLAN,KY,40831-,False
VENDORS SALES,123  19th N.,,MIDDLESBORO,KY,40965-,False
CADLE MUSIC,212  ASHBURY AVE.,,MIDDLESBORO,KY,40965-1616,False
ALADDIN'S CASTLE,,MIDDLESBORO MALL # 8,MIDDLESBORO,KY,40965-1837,True
VIDEO SPECTRUM,2021  CUMBERLAND ST. W.,,MIDDLESBORO,KY,40965-2828,False
MELODY MUSIC,907  MAIN ST.,,COVINGTON,KY,41011-,False
B J NOVELTY,907  MAIN ST.,,COVINGTON,KY,41011-2122,False
BLUEGRASS AMUSEMENT,408  PIKE ST.,,COVINGTON,KY,41011-2129,False
FAMILY FUN CENTER,P O BOX 3,CHURCH S.,CYNTHIANA,KY,41031-,True
TILT,,FLORENCE MALL # 1012,FLORENCE,KY,41042-1447,True
WORLD OF SPORTS,7400  WOODSPOINT DR.,,FLORENCE,KY,41042-1598,False
PFENNIE'S GAMES,1805  MONMOUTH,,NEWPORT,KY,41071-,False
ALBERT FISCHER VENDING,35  LAFAYETTE,,FORT THOMAS,KY,41075-,False
KENTUCKY AMUSEMENTS,"109  1st W., P O BOX 109",,SILVER GROVE,KY,41085-,False
PAUL ENTERPRISES,7904  ROSEWOOD DR. (MEADS),,ASHLAND,KY,41101-,False
C & C COIN MACHINE SERVICES,9624  GRANDVIEW LAKE RD. (MEADS),,ASHLAND,KY,41101-,False
VIDEO SHAK COIN GAMES,4202  WINCHESTER AVE.,,ASHLAND,KY,41101-5173,False
ASHLAND NEWS,1327  WINCHESTER AVE.,,ASHLAND,KY,41101-7553,False
McGEE ENTERPRISES,2117  WINCHESTER AVE.,,ASHLAND,KY,41101-7745,False
RACELAND GAME ROOM,815  GREENUP AVE.,,FLATWOODS,KY,41139-,False
EVANS AMUSEMENT & EQUIPMENT,P O BOX 333,KERMIT RD.,INEZ,KY,41224-,False
EAST KENTUCKY VENDING,P O BOX 75,,BEATTYVILLE,KY,41311-,False
FAMILY VIDEO,,,SALYERSVILLE,KY,41465-,False
STEWART AMUSEMENT,339  MAIN ST.,,PIKEVILLE,KY,41501-1135,False
STATION ALPHA,,SOUTHSIDE MALL # 201,SOUTH WILLIAMSON,KY,41503-,True
BEAR CAT AMUSEMENTS & VIDEOS,114  COURT W.,,PRESTONBURG,KY,41653-,False
PLAYHOUSE,,1st AVE. N.,PRESTONBURG,KY,41653-,False
COMBS AMUSEMENT,P O BOX 340,COMBS RD.,VICCO,KY,41773-,False
TAMI'S PIZZA & GAME ROOM,,,HINDMAN,KY,41822-,False
SKI'S PLACE,"425  16th S., P O BOX 1915",,PADUCAH,KY,42001-,True
LAMBERT VENDING,301  4th N.,,PADUCAH,KY,42001-,False
JOLLY TIME,,KENTUCKY OAKS MALL,PADUCAH,KY,42001-,True
LADON,"508  7th ST. S., P O BOX 1153",,PADUCAH,KY,42001-1153,False
K & M AMUSEMENT,,HWY. 293,EDDYVILLE,KY,42038-,False
RAINBOW ENTERTAINMENT CENTER,P O BOX 904,DALE AVE.,EDDYVILLE,KY,42038-,True
WEST KENTUCKY MUSIC,816  COLDWATER RD.,,MURRAY,KY,42071-1532,False
LITTLE BEAR POOL & ARCADE,1310  MAIN ST.,,MURRAY,KY,42071-1823,True
JERRY'S AMUSEMENT,412  GREEN ACRES,,BOWLING GREEN,KY,42101-,False
CUE TIME,532  THREE SPRINGS RD.,,BOWLING GREEN,KY,42101-,False
HERBERT E LOWE,1302  HWY. 31-W BYPASS,,BOWLING GREEN,KY,42101-,False
TOM'S VENDING,810  4th ST. E.,KAELIN & SONS AMUSEMENT,BOWLING GREEN,KY,42101-1720,False
LAND OF OZ,2625  SCOTTSVILLE RD.,GREENWOOD MALL,BOWLING GREEN,KY,42101-4477,True
M & M AMUSEMENTS,"500  10th W., P O BOX 1177",,BOWLING GREEN,KY,42102-1177,False
CADIZ TRIGG RECREATION & RESTAURANT,P O BOX 858,U.S. HWY. 68 E.,CADIZ,KY,42211-,False
HUCKY FINN'S,4000  FORT CAMPBELL BL.,PENNYRILE MALL,HOPKINSVILLE,KY,42240-4930,True
H & M VENDING & AMUSEMENT,1907  RUSSELLVILLE RD.,,HOPKINSVILLE,KY,42240-8943,False
SOUTHERN KENTUCKY VENDING,,15108  FORT CAMPBELL BL.,OAK GROVE,KY,42262,False
B & W AMUSEMENT,P O BOX 362,RYAN BLDG. # 196,RUSSELLVILLE,KY,42276-,False
MORRIS AMUSEMENT,123  5th ST. E.,,RUSSELLVILLE,KY,42276-,False
GOLFLAND U S A,1864  OLD CALHOUN RD.,,OWENSBORO,KY,42301-,False
RACK-N-CUE,1400  TRIPLETT ST.,,OWENSBORO,KY,42301-3164,False
ROBY AMUSEMENT & VENDING,915  SWEENEY ST.,,OWENSBORO,KY,42301-3192,False
ALADDIN'S CASTLE,5000  FREDERICA ST.,TOWNE SQUARE MALL # 85,OWENSBORO,KY,42301-7424,True
MIDWEST AMUSEMENT,517  BARK COVE,,OWENSBORO,KY,42303-,False
HENDERSON AMUSEMENT SERVICE,310  1st ST.,,HENDERSON,KY,42420,False
KENTUCKIANA VENDORS,"111  2nd ST., P O BOX 1534",,HENDERSON,KY,42420-,False
PIRATE'S COVE,455  MADISON SQUARE AVE.,PARKWAY PLAZA MALL,MADISONVILLE,KY,42431-2775,True
VAUGHN AMUSEMENT,132  CROSS,,MORTONS GAP,KY,42440-,False
THUNDERBIRD AMUSEMENT,77  MAIN N.,,NORTONVILLE,KY,42442,False
MODERN MUSIC,P O BOX 97,MODERN VENDING,SOMERSET,KY,42501-,False
PIRATE'S COVE,,SOMERSET MALL,SOMERSET,KY,42501-,True
HUDSON'S VENDING,P O BOX 251,,RUSSELL SPRINGS,KY,42642-,False
PAT'S GAME ROOM,,,WHITLEY CITY,KY,42653,False
PRO AMUSEMENT,231  PROCTOR DR.,,ELIZABETHTOWN,KY,42701-,False
FUN-N-GAMES,,HILLCREST CENTER,ELIZABETHTOWN,KY,42701-,True
COUNTRY INN RESTAURANT,,JAMESTOWN,COLUMBIA,KY,42728-,False
BURKESVILLE GAME LAND,241  POPLAR GROVE,,KETTLEVILLE,KY,42752-,False
J T INVESTMENTS,P O BOX 543,,DELAWARE,OH,43015-,False
MIDWESTERN COIN MACHINE,38  YORKSHIRE DR.,,DELAWARE,OH,43015-2846,False
S & H VENDING,81  COLUMBUS RD.,,MOUNT VERNON,OH,43050-,False
R & R ENTERTAINMENT CENTER,1053  MOUNT VERNON RD.,,NEWARK,OH,43055-3028,True
ROBISON MUSIC SERVICE,100  DEO DR.,,NEWARK,OH,43055-3053,False
PUTT-PUTT GOLF & GAMES,971  MOUNT VERNON RD.,,NEWARK,OH,43055-4728,False
MEAD MUSIC & VENDING,237  PAT HAVEN DR.,,PATASKALA,OH,43062-9228,False
BICENTENNIAL VENDING,7689  BURKEY AVE.,,REYNOLDSBURG,OH,43068-2619,False
FUNWAY FREEWAY,,WESTERVILLE MALL # 104,WESTERVILLE,OH,43081-,True
ARLEDGE MUSIC,134  MAIN W. (rear),,CIRCLEVILLE,OH,43113-1619,False
STEBELTON MUSIC & VENDING,501  WASHINGTON,,LANCASTER,OH,43130-,False
FAIRFIELD VENDING,151  MULBERRY ST. W.,,LANCASTER,OH,43130-,False
CONCORDE MUSIC & VENDING,501  WASHINGTON AVE.,,LANCASTER,OH,43130-,False
THUNDERBIRD MUSIC & GAMES,1012  CLINTON AVE.,,WASHINGTON COURT HOUSE,OH,43160-,False
COIN-OP VENDING,52  15th AVE. E.,,COLUMBUS,OH,43201-,False
FLAMINGO ARCADE,2110  HIGH ST. N.,,COLUMBUS,OH,43201-,True
SILVER BALL,1602  HIGH ST. N.,c/o SUBWAY,COLUMBUS,OH,43201-1143,False
TIME OUT VENDING,2207  HIGH ST. N.,TOUCHDOWN AMUSEMENTS,COLUMBUS,OH,43201-1178,False
TOMMY THOMPSON VENDING & AMUSEMENTS,988  HIGH ST. N.,,COLUMBUS,OH,43201-2410,False
G O COIN SERVICE,1076  PARSONS AVE.,,COLUMBUS,OH,43206-2798,False
R & J ENTERPRISES,3040  HIGH ST. S.,,COLUMBUS,OH,43207-3619,False
ACE VENDING,1423  GOODALE BL. W.,,COLUMBUS,OH,43212-,False
MODERN MUSIC,1035  3rd AVE. W.,,COLUMBUS,OH,43212-3112,False
COIN SYSTEMS,1007  PLUM RIDGE,,COLUMBUS,OH,43213-,False
W K MUSIC,61  SKIDMORE ST. S.,WOODLAND COIN MACHINE,COLUMBUS,OH,43215-,False
BIG CITY VENDING,3533  CLEVELAND AVE.,BIG CITY GAME ROOM,COLUMBUS,OH,43224-,False
ALADDIN'S CASTLE,,WESTLAND MALL # 4185,COLUMBUS,OH,43228-1624,True
PUTT-PUTT GOLF & GAMES,491  GEORGESVILLE RD.,,COLUMBUS,OH,43228-2420,False
PUTT-PUTT GOLF & GAMES,2626  MORSE RD.,,COLUMBUS,OH,43229-,False
LASER ONE,6318  BUSCH BL.,,COLUMBUS,OH,43229-1805,False
ALADDIN'S CASTLE,,NORTHLAND MALL # 1688,COLUMBUS,OH,43229-6504,True
SHOWBIZ PIZZA PLACE,4284  MACSWAY AVE.,,COLUMBUS,OH,43232-4257,True
PUTT-PUTT GOLF & GAMES,3509  REFUGEE RD.,,COLUMBUS,OH,43232-4830,False
ALADDIN'S CASTLE,,EASTLAND MALL # 2740,COLUMBUS,OH,43232-4901,True
FUNWAY FREEWAY,2587  HAMILTON RD. S.,EASTLAND PLAZA,COLUMBUS,OH,43232-4953,True
PUTTER'S DOUG'S PALACE & GAME ROOM,562  AVONDALE,,MARION,OH,43302-,False
FUN FAMILY AMUSEMENT,1461  MARION-WALDO RD.,,MARION,OH,43302-7421,False
POINT VENDING,"6768  LIMA ST., P O BOX 217",,HUNTSVILLE,OH,43324-,False
THOMAS VIDEO & VENDING,518  NEWMANS CARDING RD. W.,,PROSPECT,OH,43342-,False
JOLLY TIME,1234  MAIN N.,WOODLAND MALL,BOWLING GREEN,OH,43402,True
PUTT-PUTT GOLF,1033  MAIN ST. S.,,BOWLING GREEN,OH,43402-4720,False
TEI LEISURE ACTIVITY AGENCY,504  MORRISON ST.,,FREMONT,OH,43420,False
AUTOMATIC MUSIC & VENDING,545  JACKSON ST.,,FREMONT,OH,43420-2118,False
JOLLY TIME,1500  CLINTON N.,NORTHTOWNE MALL,DEFIANCE,OH,43512-,True
VAN BRACKEL & SONS,"1301  OTTAWA AVE., P O BOX 526",,DEFIANCE,OH,43512-3005,False
FOXX VENDING SERVICES,529  ST. CLAIR ST. S.,,TOLEDO,OH,43602-,False
DELUX VENDING SERVICE,1235  SUMMIT N.,,TOLEDO,OH,43604,False
A A L C O VENDING,"201  KNAPP ST., P O BOX 8234",,TOLEDO,OH,43605-0234,False
J S VENDING,509  MAIN ST.,,TOLEDO,OH,43605-2059,False
TOLEDO MAGIC MUSIC,1417  MIAMI ST.,,TOLEDO,OH,43605-3314,False
A A A SALES,3713  TWINING ST.,,TOLEDO,OH,43608-1315,False
ALBRING GAMES & MUSIC,5228  SUMMIT ST. N.,,TOLEDO,OH,43611-2214,False
ALL-STAR VENDING,"5132  ENTERPRISE, P O BOX 6817",,TOLEDO,OH,43612-0817,False
ABESCO,3820  LAGRANGE ST.,,TOLEDO,OH,43612-1471,False
ELECTRONIC EXPERIENCE,343  NEW TOWNE SQUARE DR.,NORTH TOWNE MALL,TOLEDO,OH,43612-4601,True
BREMER VENDING,2806  SYLVANIA AVE. W.,,TOLEDO,OH,43613-4222,False
NICK'S MUSIC & GAMES,1514  DETROIT AVE. S.,,TOLEDO,OH,43614,False
M & G VENDING,2121  REYNOLDS RD. S.,DOMINIC'S RESTAURANT,TOLEDO,OH,43614-,False
RED BARON,2040  REYNOLDS RD. S.,SOUTHWYCK SHOPPING CENTER # 118,TOLEDO,OH,43614-1484,True
PICKELL'S MUSIC & VENDING,5740  BANCROFT ST. W.,,TOLEDO,OH,43615-3350,False
FUN SPOT ARENA,525  EARLWOOD AVE.,,TOLEDO,OH,43616-,False
FUN-N-GAMES,3725  WILLISTON RD.,WOODVILLE MALL,TOLEDO,OH,43619-2027,True
RED BARON,5001  MONROE ST.,FRANKLIN PARK MALL,TOLEDO,OH,43623-3636,True
